RXCUI|INGREDIENT|ING_RXCUI
898130|european olive pollen extract|852653
898139|Hydromorphone|3423
898316|Verapamil|11170
898318|Timothy grass pollen extract|851994
898322|Timothy grass pollen extract|851994
898342|Amlodipine|17767
898342|benazepril|18867
898344|Amlodipine|17767
898344|benazepril|18867
898346|Amlodipine|17767
898346|benazepril|18867
898348|Amlodipine|17767
898348|benazepril|18867
898350|Amlodipine|17767
898350|benazepril|18867
898352|Amlodipine|17767
898352|benazepril|18867
898353|Amlodipine|17767
898353|benazepril|18867
898355|Amlodipine|17767
898355|benazepril|18867
898356|Amlodipine|17767
898356|benazepril|18867
898358|Amlodipine|17767
898358|benazepril|18867
898359|Amlodipine|17767
898359|benazepril|18867
898361|Amlodipine|17767
898361|benazepril|18867
898362|Hydrochlorothiazide|5487
898362|benazepril|18867
898366|Hydrochlorothiazide|5487
898366|benazepril|18867
898367|Hydrochlorothiazide|5487
898367|benazepril|18867
898371|Hydrochlorothiazide|5487
898371|benazepril|18867
898372|Hydrochlorothiazide|5487
898372|benazepril|18867
898376|Hydrochlorothiazide|5487
898376|benazepril|18867
898378|Hydrochlorothiazide|5487
898378|benazepril|18867
898396|Povidone-Iodine|8611
898400|western sycamore pollen extract|852750
898409|annual bluegrass pollen extract|898404
898411|Kentucky bluegrass pollen extract|852834
898413|Kentucky bluegrass pollen extract|852834
898415|white poplar pollen extract|852382
898420|Flurandrenolide|4500
898490|potassium citrate|54993
898495|collagenase Clostridium histolyticum|898492
898499|collagenase Clostridium histolyticum|898492
898517|potassium citrate|54993
898572|Rho(D) Immune Globulin|35465
898578|Rho(D) Immune Globulin|35465
898589|Octreotide|7617
898591|Octreotide|7617
898601|Octreotide|7617
898603|Octreotide|7617
898605|Octreotide|7617
898607|Octreotide|7617
898687|benazepril|18867
898689|benazepril|18867
898690|benazepril|18867
898692|benazepril|18867
898694|Calcium Citrate|47613
898694|Cholecalciferol|2418
898697|Trazodone|10737
898701|Trazodone|10737
898704|Trazodone|10737
898706|Trazodone|10737
898715|pregabalin|187832
898718|pregabalin|187832
898719|benazepril|18867
898721|benazepril|18867
898723|benazepril|18867
898725|benazepril|18867
899122|Ciprofloxacin|2551
899155|Furosemide|4603
899262|Omega-3 Acid Ethyl Esters (USP)|484348
899350|Mesna|44
899439|dexmethylphenidate|352372
899441|dexmethylphenidate|352372
899461|dexmethylphenidate|352372
899463|dexmethylphenidate|352372
899485|dexmethylphenidate|352372
899487|dexmethylphenidate|352372
899495|dexmethylphenidate|352372
899497|dexmethylphenidate|352372
899511|dexmethylphenidate|352372
899513|dexmethylphenidate|352372
899518|dexmethylphenidate|352372
899519|dexmethylphenidate|352372
899521|Nitroglycerin|4917
899534|giant ragweed pollen extract|851998
899534|western ragweed pollen extract|851985
899541|cultivated oat pollen extract|852114
899546|cultivated oat pollen extract|852114
899548|dexmethylphenidate|352372
899549|dexmethylphenidate|352372
899553|yellow birch pollen extract|899550
899557|dexmethylphenidate|352372
899559|dexmethylphenidate|352372
899561|cherry birch pollen extract|852144
899568|river birch pollen extract|852148
899579|paper birch pollen extract|899576
899581|gray birch pollen extract|852178
899583|gray birch pollen extract|852178
899588|gray birch pollen extract|852178
899590|gray birch pollen extract|852178
899596|mulberry pollen extract|899593
899598|mulberry pollen extract|899593
899600|mulberry pollen extract|899593
899602|mulberry pollen extract|899593
899604|mulberry pollen extract|899593
899607|Nitroglycerin|4917
899614|blue beech pollen extract|899611
899616|white hickory pollen extract|852193
899618|white hickory pollen extract|852193
899634|white hickory pollen extract|852193
899636|white hickory pollen extract|852193
899642|Nitroglycerin|4917
899648|bitternut hickory pollen extract|899645
899653|pignut hickory pollen extract|899650
899657|pecan pollen extract|852272
899660|Nitroglycerin|4917
899668|pecan pollen extract|852272
899668|white hickory pollen extract|852193
899684|shagbark hickory pollen extract|852221
899686|shagbark hickory pollen extract|852221
899688|Nitroglycerin|4917
899690|Nitroglycerin|4917
899692|shagbark hickory pollen extract|852221
899696|Australian pine pollen extract|852229
899698|Australian pine pollen extract|852229
899703|Nitroglycerin|4917
899705|Nitroglycerin|4917
899779|orange pollen extract|897403
899781|orange pollen extract|897403
899863|Zinc Oxide|11423
899932|WHEAT DEXTRIN|637366
899935|WHEAT DEXTRIN|637366
899966|Arizona cypress pollen extract|852814
899968|Arizona cypress pollen extract|852814
899970|Arizona cypress pollen extract|852814
899974|salt grass pollen extract|852329
899976|salt grass pollen extract|852329
899978|salt grass pollen extract|852329
899980|Russian olive pollen extract|852367
899982|Russian olive pollen extract|852367
899984|Russian olive pollen extract|852367
899989|pioglitazone|33738
899989|Metformin|6809
899993|pioglitazone|33738
899993|Metformin|6809
899996|pioglitazone|33738
899996|Metformin|6809
900000|pioglitazone|33738
900000|Metformin|6809
900006|Russian olive pollen extract|852367
900010|quackgrass pollen extract|852343
900012|quackgrass pollen extract|852343
900038|Phentermine|8152
900048|Oregon ash pollen extract|900045
900052|Oregon ash pollen extract|900045
900054|Oregon ash pollen extract|900045
900056|Oregon ash pollen extract|900045
900058|Oregon ash pollen extract|900045
900064|green ash pollen extract|852491
900064|white ash pollen extract|852450
900074|Arizona ash pollen extract|852496
900077|Arizona ash pollen extract|852496
900085|California black walnut pollen extract|852561
900088|California black walnut pollen extract|852561
900091|California black walnut pollen extract|852561
900093|black walnut pollen extract|852569
900102|mountain cedar pollen extract|852581
900105|Dextran 70|3274
900105|hypromellose|27334
900111|oneseed juniper pollen extract|900108
900116|redberry juniper pollen extract|900113
900120|red cedar pollen extract|852609
900122|red cedar pollen extract|852609
900134|tamarack pollen extract|900131
900138|Dextran 70|3274
900138|Glycerin|4910
900138|hypromellose|27334
900141|Dextran 70|3274
900141|Glycerin|4910
900141|hypromellose|27334
900145|lamotrigine|28439
900151|giant wild rye pollen extract|900148
900153|giant wild rye pollen extract|900148
900155|giant wild rye pollen extract|900148
900156|lamotrigine|28439
900157|lamotrigine|28439
900161|giant wild rye pollen extract|900148
900163|giant wild rye pollen extract|900148
900164|lamotrigine|28439
900165|lamotrigine|28439
900169|lamotrigine|28439
900174|Ifosfamide|5657
900174|Mesna|44
900176|Ifosfamide|5657
900176|Mesna|44
900424|Clindamycin|2582
900434|Ibuprofen|5640
900528|Aspirin|1191
900528|Caffeine|1886
900540|green ash pollen extract|852491
900540|white ash pollen extract|852450
900575|Ritonavir|85762
900577|Ritonavir|85762
900580|Sodium Chloride|9863
900599|ubiquinol|39085
900621|Phenylephrine|8163
900621|dexchlorpheniramine|22697
900676|privet pollen extract|852622
900707|blue spruce pollen extract|900704
900711|lodgepole pine pollen extract|898324
900711|yellow pine pollen extract|852716
900714|lodgepole pine pollen extract|898324
900718|shortleaf pine pollen extract|852709
900720|shortleaf pine pollen extract|852709
900722|shortleaf pine pollen extract|852709
900734|slash pine pollen extract|900731
900736|slash pine pollen extract|900731
900738|slash pine pollen extract|900731
900740|slash pine pollen extract|900731
900742|slash pine pollen extract|900731
900746|western white pine pollen extract|900743
900749|western white pine pollen extract|900743
900753|Austrian pine pollen extract|900750
900761|pitch pine pollen extract|900758
900767|Scotch pine pollen extract|900764
900773|loblolly pine pollen extract|900770
900780|Japanese black pine pollen extract|900777
900791|maple leaf sycamore pollen extract|900788
900841|eastern cottonwood pollen extract|852363
900845|eastern cottonwood pollen extract|852363
900866|lamotrigine|28439
900876|plains cottonwood pollen extract|867297
900891|lamotrigine|28439
900896|plains cottonwood pollen extract|867297
900905|plains cottonwood pollen extract|867297
900927|Fremont cottonwood pollen extract|852355
900940|Fremont cottonwood pollen extract|852355
900948|Lombard poplar pollen extract|852348
900948|white poplar pollen extract|852382
900950|Lombard poplar pollen extract|852348
900955|Lombard poplar pollen extract|852348
900957|Lombard poplar pollen extract|852348
900960|Lombard poplar pollen extract|852348
900963|POLYETHYLENE GLYCOL 3350|221147
900966|mesquite pollen extract|852320
900971|coast live oak pollen extract|852302
900984|lamotrigine|28439
900990|Garrys oak pollen extract|900987
900994|bur oak pollen extract|900991
900998|chesnut oak pollen extract|900995
901002|pin oak pollen extract|900999
901014|post oak pollen extract|901011
901023|live oak pollen extract|867311
901027|black locust pollen extract|867325
901029|black locust pollen extract|867325
901031|black locust pollen extract|867325
901033|black locust pollen extract|867325
901038|Sulfacetamide|10169
901216|red pine pollen extract|900754
901256|red maple pollen extract|851744
901256|silver maple pollen extract|851866
901256|hard maple pollen extract|851874
901280|Sodium Fluoride|9873
901288|Sodium Fluoride|9873
901296|Sodium Fluoride|9873
901326|topiramate|38404
901328|topiramate|38404
901334|topiramate|38404
901336|topiramate|38404
901399|Doxycycline|3640
901401|Doxycycline|3640
901429|Dibucaine|3339
901434|Verapamil|11170
901435|Verapamil|11170
901438|Verapamil|11170
901468|Verapamil|11170
901478|Isosorbide|6057
901483|Albuterol|435
901484|Albuterol|435
901493|yellow dock pollen extract|852209
901500|pussy willow pollen extract|852174
901503|pussy willow pollen extract|852174
901518|Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine|901505
901518|Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine|901507
901518|Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine|901509
901518|Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine|901511
901522|Verapamil|11170
901525|Verapamil|11170
901534|Pramipexole|746741
901537|Pramipexole|746741
901541|Pramipexole|746741
901543|Pramipexole|746741
901546|Pramipexole|746741
901547|Pramipexole|746741
901550|Pramipexole|746741
901551|Pramipexole|746741
901555|Pramipexole|746741
901557|Pramipexole|746741
901610|Aztreonam|1272
901614|Aztreonam|1272
901644|Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine|901620
901644|Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine|798220
901644|Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine|798222
901644|Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine|901624
901644|Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine|798224
901644|Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine|798226
901644|Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine|901628
901644|Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine|798228
901644|Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine|901631
901644|Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine|901633
901644|Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine|798230
901644|Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine|901636
901644|Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine|798232
901649|Dexamethasone|3264
901800|terbinafine|37801
901802|zolmitriptan|135775
901803|zolmitriptan|135775
901808|velaglucerase alfa|901805
901812|velaglucerase alfa|901805
901814|Ibuprofen|5640
901814|Diphenhydramine|3498
901818|Ibuprofen|5640
901818|Diphenhydramine|3498
902224|Molybdenum|7024
902312|Ribavirin|9344
902313|Ribavirin|9344
902317|Safflower Oil|9515
902317|Soybean Oil|9949
902317|EGG YOLK PHOSPHOLIPIDS|314605
902317|Glycerin|4910
902321|Safflower Oil|9515
902321|Soybean Oil|9949
902321|EGG YOLK PHOSPHOLIPIDS|314605
902321|Glycerin|4910
902325|Soybean Oil|9949
902325|EGG YOLK PHOSPHOLIPIDS|314605
902325|Glycerin|4910
902329|Soybean Oil|9949
902329|EGG YOLK PHOSPHOLIPIDS|314605
902329|Glycerin|4910
902333|Soybean Oil|9949
902333|Glycerin|4910
902333|EGG YOLK PHOSPHOLIPIDS|314605
902515|Ethanol|448
902574|Ethanol|448
902624|dexlansoprazole|816346
902626|dexlansoprazole|816346
902633|Ibuprofen|5640
902633|Diphenhydramine|3498
902648|Disopyramide|3541
902652|Disopyramide|3541
902729|Hydromorphone|3423
902733|Hydromorphone|3423
902736|Hydromorphone|3423
902738|Hydromorphone|3423
902741|Hydromorphone|3423
902743|Hydromorphone|3423
902749|Immunoglobulin G|5666
902753|Immunoglobulin G|5666
903283|Thyroxine|10582
903283|Triiodothyronine|10814
903287|Thyroxine|10582
903287|Triiodothyronine|10814
903291|benzonatate|18993
903298|Thyroxine|10582
903298|Triiodothyronine|10814
903302|Thyroxine|10582
903302|Triiodothyronine|10814
903305|Thyroxine|10582
903305|Triiodothyronine|10814
903309|Thyroxine|10582
903309|Triiodothyronine|10814
903312|Thyroxine|10582
903312|Triiodothyronine|10814
903316|Thyroxine|10582
903316|Triiodothyronine|10814
903438|Thyroxine|10582
903438|Triiodothyronine|10814
903442|Thyroxine|10582
903442|Triiodothyronine|10814
903456|Triiodothyronine|10814
903458|Triiodothyronine|10814
903694|Triiodothyronine|10814
903696|Triiodothyronine|10814
903697|Triiodothyronine|10814
903699|Triiodothyronine|10814
903701|Triiodothyronine|10814
903703|Triiodothyronine|10814
903705|Triiodothyronine|10814
903841|Pyridostigmine|9000
903843|Pyridostigmine|9000
903845|Pyridostigmine|9000
903847|Pyridostigmine|9000
903849|Pyridostigmine|9000
903851|Pyridostigmine|9000
903855|Pyridostigmine|9000
903857|Pyridostigmine|9000
903859|Pyridostigmine|9000
903873|Fluvoxamine|42355
903875|Fluvoxamine|42355
903879|Fluvoxamine|42355
903881|Fluvoxamine|42355
903884|Fluvoxamine|42355
903887|Fluvoxamine|42355
903891|Fluvoxamine|42355
904023|Urea|11002
904026|Loratadine|28889
904158|POLYETHYLENE GLYCOL 3350|221147
904158|Potassium Chloride|8591
904158|Sodium Chloride|9863
904158|Sodium Bicarbonate|36676
904160|irinotecan|51499
904162|irinotecan|51499
904170|Primaquine|8687
904238|Potassium Chloride|8591
904255|Potassium Chloride|8591
904255|Sodium Chloride|9863
904288|Cefuroxime|2194
904291|pyridoxine|684879
904291|Ginger extract|285241
904295|Ascorbic Acid|1151
904295|ubiquinol|39085
904368|Benzphetamine|1422
904370|Benzphetamine|1422
904372|Benzphetamine|1422
904382|Phenylephrine|8163
904382|carbetapentane|20217
904382|Brompheniramine|1767
904390|benzonatate|18993
904396|Alendronate|46041
904399|Alendronate|46041
904405|Alendronate|46041
904415|Nalbuphine|7238
904417|Nalbuphine|7238
904419|Alendronate|46041
904421|Alendronate|46041
904425|Alendronate|46041
904427|Alendronate|46041
904429|Lactate|114202
904431|Alendronate|46041
904433|Alendronate|46041
904440|Nalbuphine|7238
904442|Nalbuphine|7238
904447|Alendronate|46041
904458|Pravastatin|42463
904460|Pravastatin|42463
904462|Cholecalciferol|2418
904462|Alendronate|46041
904465|Cholecalciferol|2418
904465|Alendronate|46041
904467|Pravastatin|42463
904469|Pravastatin|42463
904475|Pravastatin|42463
904477|Pravastatin|42463
904481|Pravastatin|42463
904483|Pravastatin|42463
904492|Cholecalciferol|2418
904492|Alendronate|46041
904495|Cholecalciferol|2418
904495|Alendronate|46041
904504|Benzoyl Peroxide|1418
904535|Etidronate|42682
904547|Etidronate|42682
904549|Etidronate|42682
904561|Sotalol|9947
904567|Sotalol|9947
904569|Sotalol|9947
904571|Sotalol|9947
904575|Etidronate|42682
904579|Sotalol|9947
904581|Sotalol|9947
904583|Sotalol|9947
904589|Sotalol|9947
904591|Sotalol|9947
904593|Sotalol|9947
904601|Sotalol|9947
904603|Sotalol|9947
904605|Sotalol|9947
904622|Sotalol|9947
904630|Sotalol|9947
904773|Sulfur|10223
904773|Sulfacetamide|10169
904782|Hydrocortisone|5492
904782|pramoxine|34347
904783|Hydrocortisone|5492
904783|pramoxine|34347
904807|Benzoyl Peroxide|1418
904809|Hydromorphone|3423
904810|Succinylcholine|10154
904834|Passalora fulva extract|883442
904846|sisal fiber extract|851882
904851|sisal fiber extract|851882
904853|sisal fiber extract|851882
904870|Buprenorphine|1819
904874|Buprenorphine|1819
904876|Buprenorphine|1819
904878|Buprenorphine|1819
904880|Buprenorphine|1819
904882|Buprenorphine|1819
904919|pamidronate|11473
904923|pamidronate|11473
904927|pamidronate|11473
904932|Ibandronate|115264
904934|Ibandronate|115264
904936|Ibandronate|115264
904952|Ibandronate|115264
904954|Ibandronate|115264
904955|Ibandronate|115264
905008|tiludronic acid|11476
905011|tiludronic acid|11476
905024|Risedronate|73056
905026|Risedronate|73056
905028|Risedronate|73056
905030|Risedronate|73056
905032|Risedronate|73056
905034|Risedronate|73056
905037|Witch Hazel|89821
905037|Phenylephrine|8163
905041|Risedronate|73056
905043|Risedronate|73056
905053|Triptorelin|38782
905057|Triptorelin|38782
905059|Triptorelin|38782
905062|Triptorelin|38782
905064|Triptorelin|38782
905083|Risedronate|73056
905086|Risedronate|73056
905087|Risedronate|73056
905093|Risedronate|73056
905095|Calcium Carbonate|1897
905095|Risedronate|73056
905101|Risedronate|73056
905143|Amikacin|641
905148|Amikacin|641
905158|Sirolimus|35302
905160|Sirolimus|35302
905162|olsalazine|32385
905164|olsalazine|32385
905168|Protriptyline|8886
905170|Protriptyline|8886
905172|Protriptyline|8886
905174|Protriptyline|8886
905177|ropivacaine|35780
905179|ropivacaine|35780
905181|ropivacaine|35780
905183|ropivacaine|35780
905185|ropivacaine|35780
905187|ropivacaine|35780
905189|ropivacaine|35780
905191|ropivacaine|35780
905193|Fentanyl|4337
905193|ropivacaine|35780
905195|Fentanyl|4337
905195|ropivacaine|35780
905197|Fentanyl|4337
905197|ropivacaine|35780
905199|Hydralazine|5470
905208|Fentanyl|4337
905208|ropivacaine|35780
905209|Fentanyl|4337
905209|ropivacaine|35780
905222|Hydralazine|5470
905225|Hydralazine|5470
905228|Fentanyl|4337
905228|ropivacaine|35780
905229|Fentanyl|4337
905229|ropivacaine|35780
905231|Fentanyl|4337
905231|ropivacaine|35780
905232|Fentanyl|4337
905232|ropivacaine|35780
905233|Fentanyl|4337
905233|ropivacaine|35780
905234|Fentanyl|4337
905234|ropivacaine|35780
905235|ropivacaine|35780
905236|ropivacaine|35780
905237|ropivacaine|35780
905239|ropivacaine|35780
905241|ropivacaine|35780
905269|Trihexyphenidyl|10811
905273|Trihexyphenidyl|10811
905283|Trihexyphenidyl|10811
905295|Trihexyphenidyl|10811
905341|Demeclocycline|3154
905343|Demeclocycline|3154
905347|Demeclocycline|3154
905349|Demeclocycline|3154
905350|Demeclocycline|3154
905353|Hydrochlorothiazide|5487
905353|Reserpine|9260
905353|Hydralazine|5470
905367|Hydrochlorothiazide|5487
905367|Reserpine|9260
905367|Hydralazine|5470
905369|Chlordiazepoxide|2356
905373|Chlordiazepoxide|2356
905377|Isosorbide Dinitrate|6058
905377|Hydralazine|5470
905379|Isosorbide Dinitrate|6058
905379|Hydralazine|5470
905385|adapalene|60223
905387|adapalene|60223
905390|Carglumic acid|401713
905394|Carglumic acid|401713
905395|Hydralazine|5470
905397|Hydralazine|5470
905451|Thyroxine|10582
905453|Thyroxine|10582
905455|Thyroxine|10582
905457|Thyroxine|10582
905458|Thyroxine|10582
905460|Thyroxine|10582
905462|Thyroxine|10582
905464|Thyroxine|10582
905495|Chlordiazepoxide|2356
905497|Chlordiazepoxide|2356
905505|Chlordiazepoxide|2356
905509|Methscopolamine|89785
905509|Chlordiazepoxide|2356
905516|Chlordiazepoxide|2356
905520|Chlordiazepoxide|2356
905525|Chlordiazepoxide|2356
905532|Chlordiazepoxide|2356
91348|Hydrogen Peroxide|5499
91349|Hydrogen Peroxide|5499
91792|Oxymetholone|7813
92582|Mometasone|108118
92583|Mometasone|108118
92584|Mometasone|108118
92752|Fluorouracil|4492
92759|Griseofulvin|5021
93181|Dyphylline|3714
93252|Hydrochlorothiazide|5487
93252|Triamterene|10763
93253|Hydrochlorothiazide|5487
93253|Triamterene|10763
93382|Metolazone|6916
94048|Acetaminophen|161
94048|butalbital|19860
94185|Tetracycline|10395
94186|Tetracycline|10395
94345|Desoximetasone|3255
94346|Desoximetasone|3255
94348|Desoximetasone|3255
94406|Amoxicillin|723
95267|Glucose|4850
95721|ichthammol|5645
96304|Primidone|8691
966156|Thyroxine|10582
966157|Thyroxine|10582
966158|Thyroxine|10582
966163|Thyroxine|10582
966164|Thyroxine|10582
966169|Thyroxine|10582
966170|Thyroxine|10582
966171|Thyroxine|10582
966174|Thyroxine|10582
966175|Thyroxine|10582
966180|Thyroxine|10582
966183|Thyroxine|10582
966184|Thyroxine|10582
966185|Thyroxine|10582
966190|Thyroxine|10582
966191|Thyroxine|10582
966193|Thyroxine|10582
966194|Thyroxine|10582
966199|Thyroxine|10582
966200|Thyroxine|10582
966201|Thyroxine|10582
966203|Thyroxine|10582
966204|Thyroxine|10582
966205|Thyroxine|10582
966210|Thyroxine|10582
966211|Thyroxine|10582
966217|Thyroxine|10582
966218|Thyroxine|10582
966219|Thyroxine|10582
966220|Thyroxine|10582
966221|Thyroxine|10582
966222|Thyroxine|10582
966224|Thyroxine|10582
966225|Thyroxine|10582
966228|Thyroxine|10582
966232|Thyroxine|10582
966233|Thyroxine|10582
966235|Thyroxine|10582
966237|Thyroxine|10582
966238|Thyroxine|10582
966241|Thyroxine|10582
966243|Thyroxine|10582
966244|Thyroxine|10582
966246|Thyroxine|10582
966247|Thyroxine|10582
966248|Thyroxine|10582
966249|Thyroxine|10582
966250|Thyroxine|10582
966251|Thyroxine|10582
966253|Thyroxine|10582
966270|Thyroxine|10582
966271|Thyroxine|10582
966280|Thyroxine|10582
966282|Thyroxine|10582
966283|Thyroxine|10582
966284|Thyroxine|10582
966286|Thyroxine|10582
966404|Thyroxine|10582
966405|Thyroxine|10582
966406|Thyroxine|10582
966407|Thyroxine|10582
966412|Thyroxine|10582
966413|Thyroxine|10582
966415|Thyroxine|10582
966417|Thyroxine|10582
966420|Thyroxine|10582
966423|Thyroxine|10582
966426|Thyroxine|10582
966434|Thyroxine|10582
966436|Thyroxine|10582
966452|Thyroxine|10582
966454|Thyroxine|10582
966456|Thyroxine|10582
966458|Thyroxine|10582
966460|Thyroxine|10582
966462|Thyroxine|10582
966464|Thyroxine|10582
966466|Thyroxine|10582
966468|Thyroxine|10582
966470|Thyroxine|10582
966472|Thyroxine|10582
966474|Thyroxine|10582
966522|Budesonide|19831
966524|Budesonide|19831
966525|Budesonide|19831
966526|Budesonide|19831
966527|Budesonide|19831
966529|Budesonide|19831
966531|Nicotine|7407
966536|Beclomethasone|1347
966538|Beclomethasone|1347
966540|Beclomethasone|1347
966542|Beclomethasone|1347
966545|Beclomethasone|1347
966547|Beclomethasone|1347
966548|Beclomethasone|1347
966550|Beclomethasone|1347
966555|Brompheniramine|1767
966557|aluminum chloride|46241
966559|aluminum chloride|46241
966564|Beclomethasone|1347
966571|Hydralazine|5470
966577|Diflorasone|91311
966583|Diflorasone|91311
966589|Diflorasone|91311
966595|Beclomethasone|1347
966598|Beclomethasone|1347
966603|Reserpine|9260
966603|Hydralazine|5470
966604|Beclomethasone|1347
966605|Beclomethasone|1347
966607|Diflorasone|91311
966609|Diflorasone|91311
966610|Beclomethasone|1347
966611|Beclomethasone|1347
966613|Hydrochlorothiazide|5487
966613|Hydralazine|5470
966616|Reserpine|9260
966616|Hydralazine|5470
966622|Diflorasone|91311
966635|Beclomethasone|1347
966675|Beclomethasone|1347
966757|hypromellose|27334
966765|Beclomethasone|1347
966768|Atracurium|1218
966787|Doxepin|3638
966791|Doxepin|3638
966793|Doxepin|3638
966795|Doxepin|3638
966807|pirbuterol|33767
966809|pirbuterol|33767
966811|pirbuterol|33767
966812|pirbuterol|33767
966814|pirbuterol|33767
966815|pirbuterol|33767
966820|Diflorasone|91311
966916|Potassium Chloride|8591
966916|Sodium Chloride|9863
966916|POLYETHYLENE GLYCOL 3350|221147
966916|Sodium Bicarbonate|36676
966916|sodium sulfate|36721
966922|Potassium Chloride|8591
966922|Sodium Chloride|9863
966922|Sodium Bicarbonate|36676
966922|POLYETHYLENE GLYCOL 3350|221147
966922|sodium sulfate|36721
966982|Paecilomyces variotii extract|966979
966984|Paecilomyces variotii extract|966979
967012|Potassium Chloride|8591
967012|Sodium Chloride|9863
967012|Sodium Bicarbonate|36676
967012|POLYETHYLENE GLYCOL 3350|221147
967012|sodium sulfate|36721
967014|Potassium Chloride|8591
967014|Sodium Chloride|9863
967014|POLYETHYLENE GLYCOL 3350|221147
967014|Sodium Bicarbonate|36676
967014|sodium sulfate|36721
967017|imiquimod|59943
967021|imiquimod|59943
967023|Potassium Chloride|8591
967023|Sodium Chloride|9863
967023|POLYETHYLENE GLYCOL 3350|221147
967023|Sodium Bicarbonate|36676
967023|sodium sulfate|36721
967038|Chaetomium globosum extract|466197
967041|Chaetomium globosum extract|466197
967049|Cladosporium cladosporioides extract|867198
967051|Cladosporium cladosporioides extract|867198
967061|Cladosporium herbarum extract|466198
967385|amphotericin B liposomal|236594
967388|amphotericin B liposomal|236594
967532|Rhodotorula mucilaginosa extract|967529
967534|Rhodotorula mucilaginosa extract|967529
967541|Rhodotorula mucilaginosa extract|967529
967543|Rhodotorula mucilaginosa extract|967529
967545|Rhodotorula mucilaginosa extract|967529
967558|Zinc Oxide|11423
967724|bread mold fungus extract|967721
967897|acamprosate|82819
967919|Cholecalciferol|2418
967924|house fly extract|967921
967926|house fly extract|967921
967928|house fly extract|967921
967930|house fly extract|967921
967944|Diclofenac|3355
967963|Penicillium italicum extract|967960
967967|Pleospora herbarum extract|971198
967969|Pleospora herbarum extract|971198
968023|Benzoyl Peroxide|1418
968029|Benzoyl Peroxide|1418
968030|Benzoyl Peroxide|1418
968070|ropivacaine|35780
968073|ropivacaine|35780
968100|Salicylic Acid|9525
968117|white-rot fungus extract|968114
968133|stemphylium sarciniforme extract|968130
968143|stemphylium sarciniforme extract|968130
968146|stemphylium sarciniforme extract|968130
968149|stemphylium sarciniforme extract|968130
968153|stemphylium sarciniforme extract|968130
968173|polidocanol|968170
968177|polidocanol|968170
968181|polidocanol|968170
968183|polidocanol|968170
968200|Trichoderma harzianum extract|968197
968203|Trichoderma harzianum extract|968197
968210|Trichoderma harzianum extract|968197
968350|Trichoderma harzianum extract|968197
968400|Trichoderma harzianum extract|968197
968429|Trichothecium roseum extract|968426
968448|wheat loose smut extract|968437
968452|wheat loose smut extract|968437
968456|wheat loose smut extract|968437
968458|wheat loose smut extract|968437
968470|Verticillium albo-atrum extract|968467
968478|oat loose smut extract|968475
968480|oat loose smut extract|968475
968482|oat loose smut extract|968475
968484|oat loose smut extract|968475
968486|oat loose smut extract|968475
968495|barley smut extract|968492
968497|tobacco leaf extract|852062
968544|Aspergillus fumigatus extract|466192
968634|Chia Seed Oil|968631
968644|ALPHA-D-GALACTOSIDASE ENZYME|259351
968660|pantothenate|62400
968662|Zinc Sulfate|39954
968662|tetrahydrozoline|37935
968662|Glycerin|4910
968662|Polyethylene Glycol 400|8514
968662|hypromellose|27334
968663|dimethicone|324072
968666|methyl salicylate|29787
968666|Menthol|6750
968666|Camphor|1952
968668|Petrolatum|8091
968670|Phenylephrine|8163
968670|dexbrompheniramine|22696
968675|Docosahexaenoate|73
968675|Eicosapentaenoate|618597
968685|Phenylephrine|8163
968685|Guaifenesin|5032
968689|Chondroitin Sulfates|2473
968689|Glucosamine|4845
968689|methylsulfonylmethane|23247
968692|magnesium amino acid chelate|486895
968694|Menthol|6750
968694|Camphor|1952
968766|Phentermine|8152
968777|dimethicone|324072
968777|Petrolatum|8091
968781|GOLDEN SEAL EXTRACT|408114
968807|Cytarabine liposome|968804
968810|Cytarabine liposome|968804
968817|Zinc Oxide|11423
968817|dimethicone|324072
968849|Nicotine|7407
968851|Nicotine|7407
968896|ANTI-INHIBITOR COAGULANT COMPLEX|314504
